"LOCATION","Country","MEASURE","Measure","AGE","Age group","DEFINITION","Definition","METHODO","Methodology","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CZE","Czech Republic","PVT5B","Poverty rate before taxes and transfers, Poverty line 50%","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.144,,
"CZE","Czech Republic","PVT5A","Poverty rate after taxes and transfers, Poverty line 50%","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.058,,
"CZE","Czech Republic","PVT5A","Poverty rate after taxes and transfers, Poverty line 50%","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.05,,
"CZE","Czech Republic","PVT5A","Poverty rate after taxes and transfers, Poverty line 50%","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.047,,
"CZE","Czech Republic","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.212,,
"CZE","Czech Republic","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.194,,
"CZE","Czech Republic","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.176,,
"CZE","Czech Republic","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.097,,
"CZE","Czech Republic","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.088,,
"CZE","Czech Republic","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.087,,
"CZE","Czech Republic","P90P10","P90/P10 disposable income decile ratio","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","P90P10","Interdecile ratio P90/P10","0","Units",,,3.1,,
"CZE","Czech Republic","P90P10","P90/P10 disposable income decile ratio","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","P90P10","Interdecile ratio P90/P10","0","Units",,,3,,
"CZE","Czech Republic","P90P10","P90/P10 disposable income decile ratio","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","P90P10","Interdecile ratio P90/P10","0","Units",,,3,,
"CZE","Czech Republic","P90P50","P90/P50  disposable income decile ratio","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","P90P50","Interdecile ratio P90/P50","0","Units",,,1.7,,
"CZE","Czech Republic","P90P50","P90/P50  disposable income decile ratio","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","P90P50","Interdecile ratio P90/P50","0","Units",,,1.7,,
"CZE","Czech Republic","P90P50","P90/P50  disposable income decile ratio","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","P90P50","Interdecile ratio P90/P50","0","Units",,,1.7,,
"CZE","Czech Republic","P50P10","P50/P10  disposable income decile ratio","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","P50P10","Interdecile ratio P50/P10","0","Units",,,1.8,,
"CZE","Czech Republic","P50P10","P50/P10  disposable income decile ratio","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","P50P10","Interdecile ratio P50/P10","0","Units",,,1.8,,
"CZE","Czech Republic","P50P10","P50/P10  disposable income decile ratio","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","P50P10","Interdecile ratio P50/P10","0","Units",,,1.7,,
"CZE","Czech Republic","S80S20","S80/S20 disposable income quintile share","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,3.6,,
"CZE","Czech Republic","S80S20","S80/S20 disposable income quintile share","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,3.6,,
"CZE","Czech Republic","S80S20","S80/S20 disposable income quintile share","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,3.5,,
"CZE","Czech Republic","IND","Total number of individuals","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","PER","Persons","0","Units",,,6682876,,
"CZE","Czech Republic","IND","Total number of individuals","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","PER","Persons","0","Units",,,6626957,,
"CZE","Czech Republic","IND","Total number of individuals","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","PER","Persons","0","Units",,,6541832,,
"DNK","Denmark","GINI","Gini (disposable income, post taxes and transfers)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","0_TO_1","0-1 scale","0","Units",,,0.265,,
"DNK","Denmark","GINI","Gini (disposable income, post taxes and transfers)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","0_TO_1","0-1 scale","0","Units",,,0.263,,
"DNK","Denmark","CPI2010","Consumer Price Index (base 2010=100)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","IDX","Index","0","Units",,,107.1332878,,
"DNK","Denmark","CPI2010","Consumer Price Index (base 2010=100)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","IDX","Index","0","Units",,,107.4011211,,
"DNK","Denmark","ECTOTAL","Total earnings (current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","DKK","Danish Krone","0","Units",,,354604,,
"DNK","Denmark","ECTOTAL","Total earnings (current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","DKK","Danish Krone","0","Units",,,365299,,
"DNK","Denmark","SECTOTAL","Income from self-employment (current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","DKK","Danish Krone","0","Units",,,19570,,
"DNK","Denmark","SECTOTAL","Income from self-employment (current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","DKK","Danish Krone","0","Units",,,20073,,
"DNK","Denmark","TACTOTAL","Taxes and social security contributions paid directly by households (Current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","DKK","Danish Krone","0","Units",,,-140261,,
"DNK","Denmark","TACTOTAL","Taxes and social security contributions paid directly by households (Current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","DKK","Danish Krone","0","Units",,,-143957,,
"DNK","Denmark","PPPPRC","Purchasing Power Parities for private consumption","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","NATUSD","National currency per US dollar","0","Units",,,8.290606,,
"DNK","Denmark","PPPPRC","Purchasing Power Parities for private consumption","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","NATUSD","National currency per US dollar","0","Units",,,8.198646,,
"DNK","Denmark","STDG","Standard error Gini (post taxes and transfers)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","SE","Standard-error","0","Units",,,0.001,,
"DNK","Denmark","STDG","Standard error Gini (post taxes and transfers)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","SE","Standard-error","0","Units",,,0.001,,
"DNK","Denmark","INCCTOTAL","Mean disposable income (current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","DKK","Danish Krone","0","Units",,,277244,,
"DNK","Denmark","INCCTOTAL","Mean disposable income (current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","DKK","Danish Krone","0","Units",,,280334,,
"DNK","Denmark","GINIB","Gini (market income, before taxes and transfers)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","0_TO_1","0-1 scale","0","Units",,,0.41,,
"DNK","Denmark","GINIB","Gini (market income, before taxes and transfers)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","0_TO_1","0-1 scale","0","Units",,,0.405,,
"DNK","Denmark","SEICTOTAL","Income from self-employment and from goods produced for own consumption (current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","DKK","Danish Krone","0","Units",,,19570,,
"DNK","Denmark","SEICTOTAL","Income from self-employment and from goods produced for own consumption (current prices)","WA","Working age population: 18-65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","DKK","Danish Krone","0","Units",,,20073,,
